,CONTAINING,SHOOT,FNAME,SHOOT_NUM,FNAME_OG,FULL_OG,FNAME_2K,FULL_2K,COVER
3590,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0027,0027,171014_Kogarafest_0027_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0027_original.jpg,171014_Kogarafest_0027_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0027_2k.jpg,False
3591,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0028,0028,171014_Kogarafest_0028_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0028_original.jpg,171014_Kogarafest_0028_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0028_2k.jpg,False
3592,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0029,0029,171014_Kogarafest_0029_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0029_original.jpg,171014_Kogarafest_0029_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0029_2k.jpg,False
3593,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0036,0036,171014_Kogarafest_0036_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0036_original.jpg,171014_Kogarafest_0036_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0036_2k.jpg,False
3594,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0040,0040,171014_Kogarafest_0040_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0040_original.jpg,171014_Kogarafest_0040_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0040_2k.jpg,False
3595,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0044,0044,171014_Kogarafest_0044_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0044_original.jpg,171014_Kogarafest_0044_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0044_2k.jpg,False
3596,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0044-2,0044-2,171014_Kogarafest_0044-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0044-2_original.jpg,171014_Kogarafest_0044-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0044-2_2k.jpg,False
3597,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0047-2,0047-2,171014_Kogarafest_0047-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0047-2_original.jpg,171014_Kogarafest_0047-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0047-2_2k.jpg,False
3598,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0053,0053,171014_Kogarafest_0053_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0053_original.jpg,171014_Kogarafest_0053_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0053_2k.jpg,False
3599,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0059,0059,171014_Kogarafest_0059_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0059_original.jpg,171014_Kogarafest_0059_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0059_2k.jpg,False
3600,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0062-2,0062-2,171014_Kogarafest_0062-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0062-2_original.jpg,171014_Kogarafest_0062-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0062-2_2k.jpg,False
3601,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0062,0062,171014_Kogarafest_0062_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0062_original.jpg,171014_Kogarafest_0062_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0062_2k.jpg,False
3602,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0066,0066,171014_Kogarafest_0066_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0066_original.jpg,171014_Kogarafest_0066_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0066_2k.jpg,False
3603,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0067,0067,171014_Kogarafest_0067_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0067_original.jpg,171014_Kogarafest_0067_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0067_2k.jpg,False
3604,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0068,0068,171014_Kogarafest_0068_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0068_original.jpg,171014_Kogarafest_0068_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0068_2k.jpg,False
3605,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0068-2,0068-2,171014_Kogarafest_0068-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0068-2_original.jpg,171014_Kogarafest_0068-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0068-2_2k.jpg,False
3606,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0070,0070,171014_Kogarafest_0070_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0070_original.jpg,171014_Kogarafest_0070_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0070_2k.jpg,False
3607,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0072,0072,171014_Kogarafest_0072_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0072_original.jpg,171014_Kogarafest_0072_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0072_2k.jpg,False
3608,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0072-2,0072-2,171014_Kogarafest_0072-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0072-2_original.jpg,171014_Kogarafest_0072-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0072-2_2k.jpg,False
3609,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0076,0076,171014_Kogarafest_0076_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0076_original.jpg,171014_Kogarafest_0076_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0076_2k.jpg,False
3610,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0316,0316,171014_Kogarafest_0316_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0316_original.jpg,171014_Kogarafest_0316_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0316_2k.jpg,False
3611,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0324-3,0324-3,171014_Kogarafest_0324-3_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0324-3_original.jpg,171014_Kogarafest_0324-3_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0324-3_2k.jpg,False
3612,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0324,0324,171014_Kogarafest_0324_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0324_original.jpg,171014_Kogarafest_0324_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0324_2k.jpg,False
3613,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0324-2,0324-2,171014_Kogarafest_0324-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0324-2_original.jpg,171014_Kogarafest_0324-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0324-2_2k.jpg,False
3614,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0327,0327,171014_Kogarafest_0327_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0327_original.jpg,171014_Kogarafest_0327_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0327_2k.jpg,False
3615,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0327-2,0327-2,171014_Kogarafest_0327-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0327-2_original.jpg,171014_Kogarafest_0327-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0327-2_2k.jpg,False
3616,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0328,0328,171014_Kogarafest_0328_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0328_original.jpg,171014_Kogarafest_0328_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0328_2k.jpg,False
3617,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0332,0332,171014_Kogarafest_0332_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0332_original.jpg,171014_Kogarafest_0332_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0332_2k.jpg,False
3618,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0334,0334,171014_Kogarafest_0334_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0334_original.jpg,171014_Kogarafest_0334_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0334_2k.jpg,False
3619,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0334-2,0334-2,171014_Kogarafest_0334-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0334-2_original.jpg,171014_Kogarafest_0334-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0334-2_2k.jpg,False
3620,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0339,0339,171014_Kogarafest_0339_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0339_original.jpg,171014_Kogarafest_0339_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0339_2k.jpg,False
3621,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0345,0345,171014_Kogarafest_0345_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0345_original.jpg,171014_Kogarafest_0345_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0345_2k.jpg,False
3622,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0345-2,0345-2,171014_Kogarafest_0345-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0345-2_original.jpg,171014_Kogarafest_0345-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0345-2_2k.jpg,False
3623,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0347,0347,171014_Kogarafest_0347_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347_original.jpg,171014_Kogarafest_0347_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347_2k.jpg,False
3624,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0347-2,0347-2,171014_Kogarafest_0347-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347-2_original.jpg,171014_Kogarafest_0347-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347-2_2k.jpg,False
3625,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0347-3,0347-3,171014_Kogarafest_0347-3_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347-3_original.jpg,171014_Kogarafest_0347-3_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347-3_2k.jpg,False
3626,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0347-4,0347-4,171014_Kogarafest_0347-4_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347-4_original.jpg,171014_Kogarafest_0347-4_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0347-4_2k.jpg,False
3627,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0348-2,0348-2,171014_Kogarafest_0348-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0348-2_original.jpg,171014_Kogarafest_0348-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0348-2_2k.jpg,False
3628,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0348,0348,171014_Kogarafest_0348_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0348_original.jpg,171014_Kogarafest_0348_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0348_2k.jpg,False
3629,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0350,0350,171014_Kogarafest_0350_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0350_original.jpg,171014_Kogarafest_0350_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0350_2k.jpg,False
3630,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0350-2,0350-2,171014_Kogarafest_0350-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0350-2_original.jpg,171014_Kogarafest_0350-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0350-2_2k.jpg,False
3631,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0359,0359,171014_Kogarafest_0359_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0359_original.jpg,171014_Kogarafest_0359_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0359_2k.jpg,False
3632,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0362,0362,171014_Kogarafest_0362_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0362_original.jpg,171014_Kogarafest_0362_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0362_2k.jpg,False
3633,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0362-2,0362-2,171014_Kogarafest_0362-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0362-2_original.jpg,171014_Kogarafest_0362-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0362-2_2k.jpg,False
3634,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0364,0364,171014_Kogarafest_0364_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0364_original.jpg,171014_Kogarafest_0364_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0364_2k.jpg,False
3635,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0364-2,0364-2,171014_Kogarafest_0364-2_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0364-2_original.jpg,171014_Kogarafest_0364-2_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0364-2_2k.jpg,False
3636,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0370,0370,171014_Kogarafest_0370_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0370_original.jpg,171014_Kogarafest_0370_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0370_2k.jpg,False
3637,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0372,0372,171014_Kogarafest_0372_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0372_original.jpg,171014_Kogarafest_0372_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0372_2k.jpg,False
3638,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0375,0375,171014_Kogarafest_0375_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0375_original.jpg,171014_Kogarafest_0375_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0375_2k.jpg,False
3639,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0376,0376,171014_Kogarafest_0376_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0376_original.jpg,171014_Kogarafest_0376_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0376_2k.jpg,False
3640,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0377,0377,171014_Kogarafest_0377_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0377_original.jpg,171014_Kogarafest_0377_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0377_2k.jpg,False
3641,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0379,0379,171014_Kogarafest_0379_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0379_original.jpg,171014_Kogarafest_0379_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0379_2k.jpg,False
3642,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0389,0389,171014_Kogarafest_0389_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0389_original.jpg,171014_Kogarafest_0389_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0389_2k.jpg,False
3643,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,171014_Kogarafest_0393,0393,171014_Kogarafest_0393_original.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0393_original.jpg,171014_Kogarafest_0393_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/171014_Kogarafest_0393_2k.jpg,False
3644,/photography/100_Con/Kogarafest17/Weiss,Kogarafest17.Weiss,Cover_171014_Kogarafest_0047,0047,Cover_171014_Kogarafest_0047_original.jpg,/photography/100_Con/Kogarafest17/Weiss/Cover_171014_Kogarafest_0047_original.jpg,Cover_171014_Kogarafest_0047_2k.jpg,/photography/100_Con/Kogarafest17/Weiss/Cover_171014_Kogarafest_0047_2k.jpg,True
3645,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0423-2,0423-2,171014_Kogarafest_0423-2_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0423-2_original.jpg,171014_Kogarafest_0423-2_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0423-2_2k.jpg,False
3646,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0423,0423,171014_Kogarafest_0423_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0423_original.jpg,171014_Kogarafest_0423_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0423_2k.jpg,False
3647,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0427,0427,171014_Kogarafest_0427_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0427_original.jpg,171014_Kogarafest_0427_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0427_2k.jpg,False
3648,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0428-2,0428-2,171014_Kogarafest_0428-2_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0428-2_original.jpg,171014_Kogarafest_0428-2_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0428-2_2k.jpg,False
3649,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0436,0436,171014_Kogarafest_0436_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0436_original.jpg,171014_Kogarafest_0436_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0436_2k.jpg,False
3650,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0439,0439,171014_Kogarafest_0439_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0439_original.jpg,171014_Kogarafest_0439_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0439_2k.jpg,False
3651,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0451,0451,171014_Kogarafest_0451_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0451_original.jpg,171014_Kogarafest_0451_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0451_2k.jpg,False
3652,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0456,0456,171014_Kogarafest_0456_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0456_original.jpg,171014_Kogarafest_0456_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0456_2k.jpg,False
3653,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0459,0459,171014_Kogarafest_0459_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0459_original.jpg,171014_Kogarafest_0459_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0459_2k.jpg,False
3654,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0498,0498,171014_Kogarafest_0498_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0498_original.jpg,171014_Kogarafest_0498_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0498_2k.jpg,False
3655,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0502,0502,171014_Kogarafest_0502_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0502_original.jpg,171014_Kogarafest_0502_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0502_2k.jpg,False
3656,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0502-2,0502-2,171014_Kogarafest_0502-2_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0502-2_original.jpg,171014_Kogarafest_0502-2_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0502-2_2k.jpg,False
3657,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0507,0507,171014_Kogarafest_0507_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0507_original.jpg,171014_Kogarafest_0507_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0507_2k.jpg,False
3658,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0508,0508,171014_Kogarafest_0508_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0508_original.jpg,171014_Kogarafest_0508_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0508_2k.jpg,False
3659,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0508-2,0508-2,171014_Kogarafest_0508-2_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0508-2_original.jpg,171014_Kogarafest_0508-2_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0508-2_2k.jpg,False
3660,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0510,0510,171014_Kogarafest_0510_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0510_original.jpg,171014_Kogarafest_0510_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0510_2k.jpg,False
3661,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0518,0518,171014_Kogarafest_0518_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0518_original.jpg,171014_Kogarafest_0518_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0518_2k.jpg,False
3662,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0519,0519,171014_Kogarafest_0519_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0519_original.jpg,171014_Kogarafest_0519_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0519_2k.jpg,False
3663,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0519-2,0519-2,171014_Kogarafest_0519-2_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0519-2_original.jpg,171014_Kogarafest_0519-2_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0519-2_2k.jpg,False
3664,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0529,0529,171014_Kogarafest_0529_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0529_original.jpg,171014_Kogarafest_0529_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0529_2k.jpg,False
3665,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0536,0536,171014_Kogarafest_0536_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0536_original.jpg,171014_Kogarafest_0536_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0536_2k.jpg,False
3666,/photography/100_Con/Kogarafest17/Nia,Kogarafest17.Nia,171014_Kogarafest_0542,0542,171014_Kogarafest_0542_original.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0542_original.jpg,171014_Kogarafest_0542_2k.jpg,/photography/100_Con/Kogarafest17/Nia/171014_Kogarafest_0542_2k.jpg,False
